libbpf1	libelf1t64	Depends	primary	direct
libbpf1	zlib1g	Depends	primary	direct
libbsd0	libc6	Depends	primary	direct
libbsd0	libmd0	Depends	primary	direct
libbz2-1.0	libc6	Depends	primary	direct
libc-bin	libc6	Depends	primary	direct
libc-bin	libc6	Depends	primary	direct
libc-bin	manpages	Recommends	primary	unresolved
libc6	libgcc-s1	Depends	primary	direct
libc6	libidn2-0	Recommends	primary	direct
libc6	glibc-doc	Suggests	primary	unresolved
libc6	debconf	Suggests	primary	direct
libc6	debconf	Suggests	alt	via-provides
libc6	libc-l10n	Suggests	primary	unresolved
libc6	locales	Suggests	primary	unresolved
libc6	libnss-nis	Suggests	primary	unresolved
libc6	libnss-nisplus	Suggests	primary	unresolved
libcap-ng0	libc6	Depends	primary	direct
libcap2	libc6	Depends	primary	direct
libcap2-bin	libc6	Depends	primary	direct
libcap2-bin	libcap2	Depends	primary	direct
libcap2-bin	libpam-cap	Recommends	primary	unresolved
libcom-err2	libc6	Depends	primary	direct
libcrypt1	libc6	Depends	primary	direct
libdb5.3t64	libc6	Depends	primary	direct
libdebconfclient0	libc6	Depends	primary	direct
libedit2	libbsd0	Depends	primary	direct
libedit2	libc6	Depends	primary	direct
libedit2	libtinfo6	Depends	primary	direct
libelf1t64	libc6	Depends	primary	direct
libelf1t64	libzstd1	Depends	primary	direct
libelf1t64	zlib1g	Depends	primary	direct
libext2fs2t64	libc6	Depends	primary	direct
libfdisk1	libblkid1	Depends	primary	direct
libfdisk1	libc6	Depends	primary	direct
libfdisk1	libuuid1	Depends	primary	direct
libgcc-s1	gcc-14-base	Depends	primary	direct
libgcc-s1	libc6	Depends	primary	direct
libgmp10	libc6	Depends	primary	direct
libgssapi-krb5-2	libkrb5-3	Depends	primary	direct
libgssapi-krb5-2	libc6	Depends	primary	direct
libgssapi-krb5-2	libcom-err2	Depends	primary	direct
libgssapi-krb5-2	libk5crypto3	Depends	primary	direct
libgssapi-krb5-2	libkrb5support0	Depends	primary	direct
libgssapi-krb5-2	krb5-doc	Suggests	primary	unresolved
libgssapi-krb5-2	krb5-user	Suggests	primary	unresolved
libhogweed6t64	libc6	Depends	primary	direct
libhogweed6t64	libgmp10	Depends	primary	direct
libhogweed6t64	libnettle8t64	Depends	primary	direct
libidn2-0	libc6	Depends	primary	direct
libidn2-0	libunistring5	Depends	primary	direct
libjansson4	libc6	Depends	primary	direct
libk5crypto3	libc6	Depends	primary	direct
libk5crypto3	libkrb5support0	Depends	primary	direct
libk5crypto3	krb5-doc	Suggests	primary	unresolved
libk5crypto3	krb5-user	Suggests	primary	unresolved
libkeyutils1	libc6	Depends	primary	direct
libkmod2	libc6	Depends	primary	direct
libkmod2	libssl3t64	Depends	primary	direct
libkrb5-3	libkrb5support0	Depends	primary	direct
libkrb5-3	libc6	Depends	primary	direct
libkrb5-3	libcom-err2	Depends	primary	direct
libkrb5-3	libk5crypto3	Depends	primary	direct
libkrb5-3	libkeyutils1	Depends	primary	direct
libkrb5-3	libssl3t64	Depends	primary	direct
libkrb5-3	krb5-locales	Recommends	primary	unresolved
libkrb5-3	krb5-doc	Suggests	primary	unresolved
libkrb5-3	krb5-user	Suggests	primary	unresolved
libkrb5support0	libc6	Depends	primary	direct
liblastlog2-2	libc6	Depends	primary	direct
liblastlog2-2	libsqlite3-0	Depends	primary	direct
liblocale-gettext-perl	libc6	Depends	primary	direct
liblocale-gettext-perl	perl-base	Pre-Depends	primary	direct
liblocale-gettext-perl	perl-base	Pre-Depends	primary	via-provides
liblz4-1	libc6	Depends	primary	direct
liblz4-1	libxxhash0	Depends	primary	direct
liblzma5	libc6	Depends	primary	direct
libmd0	libc6	Depends	primary	direct
libmnl0	libc6	Depends	primary	direct
libmount1	libblkid1	Depends	primary	direct
libmount1	libc6	Depends	primary	direct
libmount1	libselinux1	Depends	primary	direct
libmount1	cryptsetup-bin	Suggests	primary	unresolved
libncursesw6	libtinfo6	Depends	primary	direct
libncursesw6	libc6	Depends	primary	direct
libncursesw6	libgpm2	Recommends	primary	unresolved
libnettle8t64	libc6	Depends	primary	direct
libnewt0.52	libc6	Depends	primary	direct
libnewt0.52	libslang2	Depends	primary	direct
libnewt0.52	libfribidi0	Recommends	primary	unresolved
libnftables1	libc6	Depends	primary	direct
libnftables1	libgmp10	Depends	primary	direct
libnftables1	libjansson4	Depends	primary	direct
libnftables1	libmnl0	Depends	primary	direct
libnftables1	libnftnl11	Depends	primary	direct
libnftables1	libxtables12	Depends	primary	direct
libnftnl11	libc6	Depends	primary	direct
libnftnl11	libmnl0	Depends	primary	direct
libpam-modules	libaudit1	Pre-Depends	primary	direct
libpam-modules	libc6	Pre-Depends	primary	direct
libpam-modules	libcrypt1	Pre-Depends	primary	direct
libpam-modules	libdb5.3t64	Pre-Depends	primary	direct
libpam-modules	libpam0g	Pre-Depends	primary	direct
libpam-modules	libselinux1	Pre-Depends	primary	direct
libpam-modules	libsystemd0	Pre-Depends	primary	direct
libpam-modules	debconf	Pre-Depends	primary	direct
libpam-modules	debconf	Pre-Depends	alt	via-provides
libpam-modules	libpam-modules-bin	Pre-Depends	primary	direct
libpam-modules-bin	libaudit1	Depends	primary	direct
libpam-modules-bin	libc6	Depends	primary	direct
libpam-modules-bin	libcrypt1	Depends	primary	direct
libpam-modules-bin	libpam0g	Depends	primary	direct
libpam-modules-bin	libselinux1	Depends	primary	direct
libpam-modules-bin	libsystemd0	Depends	primary	direct
libpam-runtime	debconf	Depends	primary	direct
libpam-runtime	debconf	Depends	alt	via-provides
libpam-runtime	debconf	Depends	primary	direct
libpam-runtime	cdebconf	Depends	alt	unresolved
libpam-runtime	libpam-modules	Depends	primary	direct
libpam0g	libaudit1	Depends	primary	direct
libpam0g	libc6	Depends	primary	direct
libpam0g	debconf	Depends	primary	direct
libpam0g	debconf	Depends	alt	via-provides
libpam0g	libpam-doc	Suggests	primary	unresolved
libpcre2-8-0	libc6	Depends	primary	direct
libpopt0	libc6	Depends	primary	direct
libproc2-0	libc6	Depends	primary	direct
libproc2-0	libsystemd0	Depends	primary	direct
libreadline8t64	readline-common	Depends	primary	direct
libreadline8t64	libc6	Depends	primary	direct
libreadline8t64	libtinfo6	Depends	primary	direct
libseccomp2	libc6	Depends	primary	direct
libselinux1	libc6	Depends	primary	direct
libselinux1	libpcre2-8-0	Depends	primary	direct
libsemanage2	libsemanage-common	Depends	primary	direct
libsemanage2	libaudit1	Depends	primary	direct
libsemanage2	libbz2-1.0	Depends	primary	direct
libsemanage2	libc6	Depends	primary	direct
libsemanage2	libselinux1	Depends	primary	direct
libsemanage2	libsepol2	Depends	primary	direct
libsepol2	libc6	Depends	primary	direct
libslang2	libc6	Depends	primary	direct
libsmartcols1	libc6	Depends	primary	direct
libsqlite3-0	libc6	Depends	primary	direct
libss2	libcom-err2	Depends	primary	direct
libss2	libc6	Depends	primary	direct
libssl3t64	libc6	Depends	primary	direct
libssl3t64	libzstd1	Depends	primary	direct
libssl3t64	zlib1g	Depends	primary	direct
libssl3t64	openssl-provider-legacy	Depends	primary	direct
libstdc++6	gcc-14-base	Depends	primary	direct
libstdc++6	libc6	Depends	primary	direct
libstdc++6	libgcc-s1	Depends	primary	direct
libsystemd-shared	libacl1	Depends	primary	direct
libsystemd-shared	libaudit1	Depends	primary	direct
libsystemd-shared	libblkid1	Depends	primary	direct
libsystemd-shared	libc6	Depends	primary	direct
libsystemd-shared	libcap2	Depends	primary	direct
libsystemd-shared	libcrypt1	Depends	primary	direct
libsystemd-shared	libmount1	Depends	primary	direct
libsystemd-shared	libpam0g	Depends	primary	direct
libsystemd-shared	libseccomp2	Depends	primary	direct
libsystemd-shared	libselinux1	Depends	primary	direct
libsystemd-shared	libssl3t64	Depends	primary	direct
libsystemd-shared	libkmod2	Recommends	primary	direct
libsystemd-shared	libzstd1	Recommends	primary	direct
libsystemd-shared	libarchive13t64	Suggests	primary	unresolved
libsystemd-shared	libbpf1	Suggests	primary	direct
libsystemd-shared	libcryptsetup12	Suggests	primary	unresolved
libsystemd-shared	libdw1t64	Suggests	primary	unresolved
libsystemd-shared	libelf1t64	Suggests	primary	direct
libsystemd-shared	libfido2-1	Suggests	primary	unresolved
libsystemd-shared	libgcrypt20	Suggests	primary	unresolved
libsystemd-shared	libidn2-0	Suggests	primary	direct
libsystemd-shared	libip4tc2	Suggests	primary	unresolved
libsystemd-shared	liblz4-1	Suggests	primary	direct
libsystemd-shared	liblzma5	Suggests	primary	direct
libsystemd-shared	libp11-kit0	Suggests	primary	unresolved
libsystemd-shared	libpcre2-8-0	Suggests	primary	direct
libsystemd-shared	libpwquality1	Suggests	primary	unresolved
libsystemd-shared	libqrencode4	Suggests	primary	unresolved
libsystemd-shared	libtss2-rc0t64	Suggests	primary	unresolved
libsystemd0	libc6	Depends	primary	direct
libsystemd0	libcap2	Depends	primary	direct
libsystemd0	libzstd1	Recommends	primary	direct
libsystemd0	libgcrypt20	Suggests	primary	unresolved
libsystemd0	liblz4-1	Suggests	primary	direct
libsystemd0	liblzma5	Suggests	primary	direct
libtext-charwidth-perl	libc6	Depends	primary	direct
libtext-charwidth-perl	perl-base	Depends	primary	direct
libtext-charwidth-perl	perl-base	Depends	primary	via-provides
libtext-iconv-perl	libc6	Depends	primary	direct
libtext-iconv-perl	perl-base	Depends	primary	direct
libtext-iconv-perl	perl-base	Depends	primary	via-provides
libtext-wrapi18n-perl	libtext-charwidth-perl	Depends	primary	direct
libtinfo6	libc6	Depends	primary	direct
libtirpc3t64	libc6	Depends	primary	direct
libtirpc3t64	libgssapi-krb5-2	Depends	primary	direct
libtirpc3t64	libtirpc-common	Depends	primary	direct
libudev1	libc6	Depends	primary	direct
libudev1	libcap2	Depends	primary	direct
libudev1	libidn2-0	Suggests	primary	direct
libunistring5	libc6	Depends	primary	direct
libuuid1	libc6	Depends	primary	direct
libuuid1	uuid-runtime	Suggests	primary	unresolved
libxtables12	libc6	Depends	primary	direct
libxxhash0	libc6	Depends	primary	direct
libzstd1	libc6	Depends	primary	direct
login	libpam-modules	Depends	primary	direct
login	libpam-runtime	Depends	primary	direct
login	libaudit1	Depends	primary	direct
login	libc6	Depends	primary	direct
login	libcrypt1	Depends	primary	direct
login	libpam0g	Depends	primary	direct
login	login.defs	Pre-Depends	primary	direct
logrotate	cron	Depends	primary	direct
logrotate	anacron	Depends	alt	unresolved
logrotate	cron	Depends	alt	via-provides
logrotate	systemd-sysv	Depends	alt	direct
logrotate	libacl1	Depends	primary	direct
logrotate	libc6	Depends	primary	direct
logrotate	libpopt0	Depends	primary	direct
logrotate	libselinux1	Depends	primary	direct
logrotate	bsd-mailx	Suggests	primary	unresolved
logrotate	mailx	Suggests	alt	unresolved
logsave	libc6	Depends	primary	direct
mawk	libc6	Depends	primary	direct
mount	libblkid1	Pre-Depends	primary	direct
mount	libc6	Pre-Depends	primary	direct
mount	libmount1	Pre-Depends	primary	direct
mount	libselinux1	Pre-Depends	primary	direct
mount	libsmartcols1	Pre-Depends	primary	direct
mount	nfs-common	Suggests	primary	unresolved
nano	libc6	Depends	primary	direct
nano	libncursesw6	Depends	primary	direct
nano	libtinfo6	Depends	primary	direct
nano	hunspell	Suggests	primary	unresolved
ncurses-bin	libc6	Pre-Depends	primary	direct
ncurses-bin	libtinfo6	Pre-Depends	primary	direct
nftables	libnftables1	Depends	primary	direct
nftables	libc6	Depends	primary	direct
nftables	libedit2	Depends	primary	direct
nftables	netbase	Recommends	primary	direct
nftables	firewalld	Suggests	primary	unresolved
openssl-provider-legacy	libc6	Depends	primary	direct
openssl-provider-legacy	libssl3t64	Depends	primary	direct
passwd	base-passwd	Depends	primary	direct
passwd	libpam-modules	Depends	primary	direct
passwd	login.defs	Depends	primary	direct
passwd	libacl1	Depends	primary	direct
passwd	libattr1	Depends	primary	direct
passwd	libaudit1	Depends	primary	direct
passwd	libbsd0	Depends	primary	direct
passwd	libc6	Depends	primary	direct
passwd	libcrypt1	Depends	primary	direct
passwd	libpam0g	Depends	primary	direct
passwd	libselinux1	Depends	primary	direct
passwd	libsemanage2	Depends	primary	direct
passwd	sensible-utils	Recommends	primary	direct
perl-base	libc6	Pre-Depends	primary	direct
perl-base	libcrypt1	Pre-Depends	primary	direct
perl-base	perl	Suggests	primary	unresolved
perl-base	sensible-utils	Suggests	primary	direct
procps	libc6	Depends	primary	direct
procps	libncursesw6	Depends	primary	direct
procps	libproc2-0	Depends	primary	direct
procps	libsystemd0	Depends	primary	direct
procps	libtinfo6	Depends	primary	direct
procps	init-system-helpers	Depends	primary	direct
procps	psmisc	Recommends	primary	unresolved
procps	linux-sysctl-defaults	Recommends	primary	direct
readline-common	readline-doc	Suggests	primary	unresolved
sed	libacl1	Pre-Depends	primary	direct
sed	libc6	Pre-Depends	primary	direct
sed	libselinux1	Pre-Depends	primary	direct
sqv	libc6	Depends	primary	direct
sqv	libgcc-s1	Depends	primary	direct
sqv	libgmp10	Depends	primary	direct
sqv	libhogweed6t64	Depends	primary	direct
sqv	libnettle8t64	Depends	primary	direct
systemd	libacl1	Depends	primary	direct
systemd	libapparmor1	Depends	primary	direct
systemd	libc6	Depends	primary	direct
systemd	libmount1	Depends	primary	direct
systemd	libpam0g	Depends	primary	direct
systemd	libseccomp2	Depends	primary	direct
systemd	libselinux1	Depends	primary	direct
systemd	libssl3t64	Depends	primary	direct
systemd	libsystemd0	Depends	primary	direct
systemd	mount	Depends	primary	direct
systemd	libc6	Pre-Depends	primary	direct
systemd	libsystemd-shared	Pre-Depends	primary	direct
systemd	default-dbus-system-bus	Recommends	primary	unresolved
systemd	dbus-system-bus	Recommends	alt	unresolved
systemd	linux-sysctl-defaults	Recommends	primary	direct
systemd	systemd-timesyncd	Recommends	primary	unresolved
systemd	time-daemon	Recommends	alt	unresolved
systemd	systemd-cryptsetup	Recommends	primary	unresolved
systemd	systemd-container	Suggests	primary	unresolved
systemd	systemd-homed	Suggests	primary	unresolved
systemd	systemd-userdbd	Suggests	primary	unresolved
systemd	systemd-boot	Suggests	primary	unresolved
systemd	systemd-resolved	Suggests	primary	unresolved
systemd	systemd-repart	Suggests	primary	unresolved
systemd	libtss2-tcti-device0	Suggests	primary	unresolved
systemd	polkitd	Suggests	primary	unresolved
systemd-sysv	systemd	Depends	primary	direct
systemd-sysv	systemd	Pre-Depends	primary	direct
systemd-sysv	libpam-systemd	Recommends	primary	unresolved
systemd-sysv	libnss-systemd	Recommends	primary	unresolved
sysvinit-utils	libc6	Depends	primary	direct
tar	libacl1	Pre-Depends	primary	direct
tar	libc6	Pre-Depends	primary	direct
tar	libselinux1	Pre-Depends	primary	direct
tar	bzip2	Suggests	primary	unresolved
tar	ncompress	Suggests	primary	unresolved
tar	xz-utils	Suggests	primary	unresolved
tar	tar-scripts	Suggests	primary	unresolved
tar	tar-doc	Suggests	primary	unresolved
tzdata	debconf	Depends	primary	direct
tzdata	debconf	Depends	alt	via-provides
udev	libblkid1	Depends	primary	direct
udev	libc6	Depends	primary	direct
udev	libsystemd-shared	Depends	primary	direct
udev	systemd	Depends	primary	direct
udev	systemd-standalone-sysusers	Depends	alt	unresolved
udev	systemd	Depends	alt	via-provides
udev	libkmod2	Depends	primary	direct
udev	libudev1	Depends	primary	direct
util-linux	libpam-modules	Pre-Depends	primary	direct
util-linux	libpam-runtime	Pre-Depends	primary	direct
util-linux	libblkid1	Pre-Depends	primary	direct
util-linux	libc6	Pre-Depends	primary	direct
util-linux	libcap-ng0	Pre-Depends	primary	direct
util-linux	libcrypt1	Pre-Depends	primary	direct
util-linux	liblastlog2-2	Pre-Depends	primary	direct
util-linux	libmount1	Pre-Depends	primary	direct
util-linux	libpam0g	Pre-Depends	primary	direct
util-linux	libselinux1	Pre-Depends	primary	direct
util-linux	libsmartcols1	Pre-Depends	primary	direct
util-linux	libsystemd0	Pre-Depends	primary	direct
util-linux	libtinfo6	Pre-Depends	primary	direct
util-linux	libudev1	Pre-Depends	primary	direct
util-linux	libuuid1	Pre-Depends	primary	direct
util-linux	sensible-utils	Recommends	primary	direct
util-linux	dosfstools	Suggests	primary	unresolved
util-linux	kbd	Suggests	primary	unresolved
util-linux	util-linux-extra	Suggests	primary	unresolved
util-linux	util-linux-locales	Suggests	primary	unresolved
util-linux	wtmpdb	Suggests	primary	unresolved
vim-common	xxd	Recommends	primary	unresolved
vim-common	vim	Recommends	primary	unresolved
vim-common	vim-gtk3	Recommends	alt	unresolved
vim-common	vim-motif	Recommends	alt	unresolved
vim-common	vim-nox	Recommends	alt	unresolved
vim-common	vim-tiny	Recommends	alt	direct
vim-tiny	vim-common	Depends	primary	direct
vim-tiny	libacl1	Depends	primary	direct
vim-tiny	libc6	Depends	primary	direct
vim-tiny	libselinux1	Depends	primary	direct
vim-tiny	libtinfo6	Depends	primary	direct
vim-tiny	indent	Suggests	primary	unresolved
whiptail	libc6	Depends	primary	direct
whiptail	libnewt0.52	Depends	primary	direct
whiptail	libpopt0	Depends	primary	direct
whiptail	libslang2	Depends	primary	direct
zlib1g	libc6	Depends	primary	direct
