libpam-doc	libpam0g	Suggests
libc6	libpcre2-8-0	Depends
libc6	libpopt0	Depends
libc6	libproc2-0	Depends
libsystemd0	libproc2-0	Depends
readline-common	libreadline8t64	Depends
libc6	libreadline8t64	Depends
libtinfo6	libreadline8t64	Depends
libc6	libseccomp2	Depends
libc6	libselinux1	Depends
libpcre2-8-0	libselinux1	Depends
libsemanage-common	libsemanage2	Depends
libaudit1	libsemanage2	Depends
libbz2-1.0	libsemanage2	Depends
libc6	libsemanage2	Depends
libselinux1	libsemanage2	Depends
libsepol2	libsemanage2	Depends
libc6	libsepol2	Depends
libc6	libslang2	Depends
libc6	libsmartcols1	Depends
libc6	libsqlite3-0	Depends
libcom-err2	libss2	Depends
libc6	libss2	Depends
libc6	libssl3t64	Depends
libzstd1	libssl3t64	Depends
zlib1g	libssl3t64	Depends
openssl-provider-legacy	libssl3t64	Depends
gcc-14-base	libstdc++6	Depends
libc6	libstdc++6	Depends
libgcc-s1	libstdc++6	Depends
libacl1	libsystemd-shared	Depends
libaudit1	libsystemd-shared	Depends
libblkid1	libsystemd-shared	Depends
libc6	libsystemd-shared	Depends
libcap2	libsystemd-shared	Depends
libcrypt1	libsystemd-shared	Depends
libmount1	libsystemd-shared	Depends
libpam0g	libsystemd-shared	Depends
libseccomp2	libsystemd-shared	Depends
libselinux1	libsystemd-shared	Depends
libssl3t64	libsystemd-shared	Depends
libkmod2	libsystemd-shared	Recommends
libzstd1	libsystemd-shared	Recommends
libarchive13t64	libsystemd-shared	Suggests
libbpf1	libsystemd-shared	Suggests
libcryptsetup12	libsystemd-shared	Suggests
libdw1t64	libsystemd-shared	Suggests
libelf1t64	libsystemd-shared	Suggests
libfido2-1	libsystemd-shared	Suggests
libgcrypt20	libsystemd-shared	Suggests
libidn2-0	libsystemd-shared	Suggests
libip4tc2	libsystemd-shared	Suggests
liblz4-1	libsystemd-shared	Suggests
liblzma5	libsystemd-shared	Suggests
libp11-kit0	libsystemd-shared	Suggests
libpcre2-8-0	libsystemd-shared	Suggests
libpwquality1	libsystemd-shared	Suggests
libqrencode4	libsystemd-shared	Suggests
libtss2-rc0t64	libsystemd-shared	Suggests
libc6	libsystemd0	Depends
libcap2	libsystemd0	Depends
libzstd1	libsystemd0	Recommends
libgcrypt20	libsystemd0	Suggests
liblz4-1	libsystemd0	Suggests
liblzma5	libsystemd0	Suggests
libc6	libtext-charwidth-perl	Depends
perl-base	libtext-charwidth-perl	Depends
perl-base	libtext-charwidth-perl	Depends
libc6	libtext-iconv-perl	Depends
perl-base	libtext-iconv-perl	Depends
perl-base	libtext-iconv-perl	Depends
libtext-charwidth-perl	libtext-wrapi18n-perl	Depends
libc6	libtinfo6	Depends
libc6	libtirpc3t64	Depends
libgssapi-krb5-2	libtirpc3t64	Depends
libtirpc-common	libtirpc3t64	Depends
libc6	libudev1	Depends
libcap2	libudev1	Depends
libidn2-0	libudev1	Suggests
libc6	libunistring5	Depends
libc6	libuuid1	Depends
uuid-runtime	libuuid1	Suggests
libc6	libxtables12	Depends
libc6	libxxhash0	Depends
libc6	libzstd1	Depends
libpam-modules	login	Depends
libpam-runtime	login	Depends
libaudit1	login	Depends
libc6	login	Depends
libcrypt1	login	Depends
libpam0g	login	Depends
login.defs	login	Pre-Depends
cron	logrotate	Depends
anacron	logrotate	Depends
cron	logrotate	Depends
systemd-sysv	logrotate	Depends
libacl1	logrotate	Depends
libc6	logrotate	Depends
libpopt0	logrotate	Depends
libselinux1	logrotate	Depends
bsd-mailx	logrotate	Suggests
mailx	logrotate	Suggests
libc6	logsave	Depends
libc6	mawk	Depends
libblkid1	mount	Pre-Depends
libc6	mount	Pre-Depends
libmount1	mount	Pre-Depends
libselinux1	mount	Pre-Depends
libsmartcols1	mount	Pre-Depends
nfs-common	mount	Suggests
libc6	nano	Depends
libncursesw6	nano	Depends
libtinfo6	nano	Depends
hunspell	nano	Suggests
libc6	ncurses-bin	Pre-Depends
libtinfo6	ncurses-bin	Pre-Depends
libnftables1	nftables	Depends
libc6	nftables	Depends
libedit2	nftables	Depends
netbase	nftables	Recommends
firewalld	nftables	Suggests
libc6	openssl-provider-legacy	Depends
libssl3t64	openssl-provider-legacy	Depends
base-passwd	passwd	Depends
libpam-modules	passwd	Depends
login.defs	passwd	Depends
libacl1	passwd	Depends
libattr1	passwd	Depends
libaudit1	passwd	Depends
libbsd0	passwd	Depends
libc6	passwd	Depends
libcrypt1	passwd	Depends
libpam0g	passwd	Depends
libselinux1	passwd	Depends
libsemanage2	passwd	Depends
sensible-utils	passwd	Recommends
libc6	perl-base	Pre-Depends
libcrypt1	perl-base	Pre-Depends
perl	perl-base	Suggests
sensible-utils	perl-base	Suggests
libc6	procps	Depends
libncursesw6	procps	Depends
libproc2-0	procps	Depends
libsystemd0	procps	Depends
libtinfo6	procps	Depends
init-system-helpers	procps	Depends
psmisc	procps	Recommends
linux-sysctl-defaults	procps	Recommends
readline-doc	readline-common	Suggests
libacl1	sed	Pre-Depends
libc6	sed	Pre-Depends
libselinux1	sed	Pre-Depends
libc6	sqv	Depends
libgcc-s1	sqv	Depends
libgmp10	sqv	Depends
libhogweed6t64	sqv	Depends
libnettle8t64	sqv	Depends
libacl1	systemd	Depends
libapparmor1	systemd	Depends
libc6	systemd	Depends
libmount1	systemd	Depends
libpam0g	systemd	Depends
libseccomp2	systemd	Depends
libselinux1	systemd	Depends
libssl3t64	systemd	Depends
libsystemd0	systemd	Depends
mount	systemd	Depends
libc6	systemd	Pre-Depends
libsystemd-shared	systemd	Pre-Depends
default-dbus-system-bus	systemd	Recommends
dbus-system-bus	systemd	Recommends
linux-sysctl-defaults	systemd	Recommends
systemd-timesyncd	systemd	Recommends
time-daemon	systemd	Recommends
systemd-cryptsetup	systemd	Recommends
systemd-container	systemd	Suggests
systemd-homed	systemd	Suggests
systemd-userdbd	systemd	Suggests
systemd-boot	systemd	Suggests
systemd-resolved	systemd	Suggests
systemd-repart	systemd	Suggests
libtss2-tcti-device0	systemd	Suggests
polkitd	systemd	Suggests
systemd	systemd-sysv	Depends
systemd	systemd-sysv	Pre-Depends
libpam-systemd	systemd-sysv	Recommends
libnss-systemd	systemd-sysv	Recommends
libc6	sysvinit-utils	Depends
libacl1	tar	Pre-Depends
libc6	tar	Pre-Depends
libselinux1	tar	Pre-Depends
bzip2	tar	Suggests
ncompress	tar	Suggests
xz-utils	tar	Suggests
tar-scripts	tar	Suggests
tar-doc	tar	Suggests
debconf	tzdata	Depends
debconf	tzdata	Depends
libblkid1	udev	Depends
libc6	udev	Depends
libsystemd-shared	udev	Depends
systemd	udev	Depends
systemd-standalone-sysusers	udev	Depends
systemd	udev	Depends
libkmod2	udev	Depends
libudev1	udev	Depends
libpam-modules	util-linux	Pre-Depends
libpam-runtime	util-linux	Pre-Depends
libblkid1	util-linux	Pre-Depends
libc6	util-linux	Pre-Depends
libcap-ng0	util-linux	Pre-Depends
libcrypt1	util-linux	Pre-Depends
liblastlog2-2	util-linux	Pre-Depends
libmount1	util-linux	Pre-Depends
libpam0g	util-linux	Pre-Depends
libselinux1	util-linux	Pre-Depends
libsmartcols1	util-linux	Pre-Depends
libsystemd0	util-linux	Pre-Depends
libtinfo6	util-linux	Pre-Depends
libudev1	util-linux	Pre-Depends
libuuid1	util-linux	Pre-Depends
sensible-utils	util-linux	Recommends
dosfstools	util-linux	Suggests
kbd	util-linux	Suggests
util-linux-extra	util-linux	Suggests
util-linux-locales	util-linux	Suggests
wtmpdb	util-linux	Suggests
xxd	vim-common	Recommends
vim	vim-common	Recommends
vim-gtk3	vim-common	Recommends
vim-motif	vim-common	Recommends
vim-nox	vim-common	Recommends
vim-tiny	vim-common	Recommends
vim-common	vim-tiny	Depends
libacl1	vim-tiny	Depends
libc6	vim-tiny	Depends
libselinux1	vim-tiny	Depends
libtinfo6	vim-tiny	Depends
indent	vim-tiny	Suggests
libc6	whiptail	Depends
libnewt0.52	whiptail	Depends
libpopt0	whiptail	Depends
libslang2	whiptail	Depends
libc6	zlib1g	Depends
