libc6	debconf	Suggests	primary
libc6	debconf-2.0	Suggests	alt
libc6	libc-l10n	Suggests	primary
libc6	locales	Suggests	primary
libc6	libnss-nis	Suggests	primary
libc6	libnss-nisplus	Suggests	primary
libcap-ng0	libc6	Depends	primary
libcap2	libc6	Depends	primary
libcap2-bin	libc6	Depends	primary
libcap2-bin	libcap2	Depends	primary
libcap2-bin	libpam-cap	Recommends	primary
libcom-err2	libc6	Depends	primary
libcrypt1	libc6	Depends	primary
libdb5.3t64	libc6	Depends	primary
libdebconfclient0	libc6	Depends	primary
libedit2	libbsd0	Depends	primary
libedit2	libc6	Depends	primary
libedit2	libtinfo6	Depends	primary
libelf1t64	libc6	Depends	primary
libelf1t64	libzstd1	Depends	primary
libelf1t64	zlib1g	Depends	primary
libext2fs2t64	libc6	Depends	primary
libfdisk1	libblkid1	Depends	primary
libfdisk1	libc6	Depends	primary
libfdisk1	libuuid1	Depends	primary
libgcc-s1	gcc-14-base	Depends	primary
libgcc-s1	libc6	Depends	primary
libgmp10	libc6	Depends	primary
libgssapi-krb5-2	libkrb5-3	Depends	primary
libgssapi-krb5-2	libc6	Depends	primary
libgssapi-krb5-2	libcom-err2	Depends	primary
libgssapi-krb5-2	libk5crypto3	Depends	primary
libgssapi-krb5-2	libkrb5support0	Depends	primary
libgssapi-krb5-2	krb5-doc	Suggests	primary
libgssapi-krb5-2	krb5-user	Suggests	primary
libhogweed6t64	libc6	Depends	primary
libhogweed6t64	libgmp10	Depends	primary
libhogweed6t64	libnettle8t64	Depends	primary
libidn2-0	libc6	Depends	primary
libidn2-0	libunistring5	Depends	primary
libjansson4	libc6	Depends	primary
libk5crypto3	libc6	Depends	primary
libk5crypto3	libkrb5support0	Depends	primary
libk5crypto3	krb5-doc	Suggests	primary
libk5crypto3	krb5-user	Suggests	primary
libkeyutils1	libc6	Depends	primary
libkmod2	libc6	Depends	primary
libkmod2	libssl3t64	Depends	primary
libkrb5-3	libkrb5support0	Depends	primary
libkrb5-3	libc6	Depends	primary
libkrb5-3	libcom-err2	Depends	primary
libkrb5-3	libk5crypto3	Depends	primary
libkrb5-3	libkeyutils1	Depends	primary
libkrb5-3	libssl3t64	Depends	primary
libkrb5-3	krb5-locales	Recommends	primary
libkrb5-3	krb5-doc	Suggests	primary
libkrb5-3	krb5-user	Suggests	primary
libkrb5support0	libc6	Depends	primary
liblastlog2-2	libc6	Depends	primary
liblastlog2-2	libsqlite3-0	Depends	primary
liblocale-gettext-perl	libc6	Depends	primary
liblocale-gettext-perl	perl-base	Pre-Depends	primary
liblocale-gettext-perl	perlapi-5.40.0	Pre-Depends	primary
liblz4-1	libc6	Depends	primary
liblz4-1	libxxhash0	Depends	primary
liblzma5	libc6	Depends	primary
libmd0	libc6	Depends	primary
libmnl0	libc6	Depends	primary
libmount1	libblkid1	Depends	primary
libmount1	libc6	Depends	primary
libmount1	libselinux1	Depends	primary
libmount1	cryptsetup-bin	Suggests	primary
libncursesw6	libtinfo6	Depends	primary
libncursesw6	libc6	Depends	primary
libncursesw6	libgpm2	Recommends	primary
libnettle8t64	libc6	Depends	primary
libnewt0.52	libc6	Depends	primary
libnewt0.52	libslang2	Depends	primary
libnewt0.52	libfribidi0	Recommends	primary
libnftables1	libc6	Depends	primary
libnftables1	libgmp10	Depends	primary
libnftables1	libjansson4	Depends	primary
libnftables1	libmnl0	Depends	primary
libnftables1	libnftnl11	Depends	primary
libnftables1	libxtables12	Depends	primary
libnftnl11	libc6	Depends	primary
libnftnl11	libmnl0	Depends	primary
libpam-modules	libaudit1	Pre-Depends	primary
libpam-modules	libc6	Pre-Depends	primary
libpam-modules	libcrypt1	Pre-Depends	primary
libpam-modules	libdb5.3t64	Pre-Depends	primary
libpam-modules	libpam0g	Pre-Depends	primary
libpam-modules	libselinux1	Pre-Depends	primary
libpam-modules	libsystemd0	Pre-Depends	primary
libpam-modules	debconf	Pre-Depends	primary
libpam-modules	debconf-2.0	Pre-Depends	alt
libpam-modules	libpam-modules-bin	Pre-Depends	primary
libpam-modules-bin	libaudit1	Depends	primary
libpam-modules-bin	libc6	Depends	primary
libpam-modules-bin	libcrypt1	Depends	primary
libpam-modules-bin	libpam0g	Depends	primary
libpam-modules-bin	libselinux1	Depends	primary
libpam-modules-bin	libsystemd0	Depends	primary
libpam-runtime	debconf	Depends	primary
libpam-runtime	debconf-2.0	Depends	alt
libpam-runtime	debconf	Depends	primary
libpam-runtime	cdebconf	Depends	alt
libpam-runtime	libpam-modules	Depends	primary
libpam0g	libaudit1	Depends	primary
libpam0g	libc6	Depends	primary
libpam0g	debconf	Depends	primary
libpam0g	debconf-2.0	Depends	alt
libpam0g	libpam-doc	Suggests	primary
libpcre2-8-0	libc6	Depends	primary
libpopt0	libc6	Depends	primary
libproc2-0	libc6	Depends	primary
libproc2-0	libsystemd0	Depends	primary
libreadline8t64	readline-common	Depends	primary
libreadline8t64	libc6	Depends	primary
libreadline8t64	libtinfo6	Depends	primary
libseccomp2	libc6	Depends	primary
libselinux1	libc6	Depends	primary
libselinux1	libpcre2-8-0	Depends	primary
libsemanage2	libsemanage-common	Depends	primary
libsemanage2	libaudit1	Depends	primary
libsemanage2	libbz2-1.0	Depends	primary
libsemanage2	libc6	Depends	primary
libsemanage2	libselinux1	Depends	primary
libsemanage2	libsepol2	Depends	primary
libsepol2	libc6	Depends	primary
libslang2	libc6	Depends	primary
libsmartcols1	libc6	Depends	primary
libsqlite3-0	libc6	Depends	primary
libss2	libcom-err2	Depends	primary
libss2	libc6	Depends	primary
libssl3t64	libc6	Depends	primary
libssl3t64	libzstd1	Depends	primary
libssl3t64	zlib1g	Depends	primary
libssl3t64	openssl-provider-legacy	Depends	primary
libstdc++6	gcc-14-base	Depends	primary
libstdc++6	libc6	Depends	primary
libstdc++6	libgcc-s1	Depends	primary
libsystemd-shared	libacl1	Depends	primary
libsystemd-shared	libaudit1	Depends	primary
libsystemd-shared	libblkid1	Depends	primary
libsystemd-shared	libc6	Depends	primary
libsystemd-shared	libcap2	Depends	primary
libsystemd-shared	libcrypt1	Depends	primary
libsystemd-shared	libmount1	Depends	primary
libsystemd-shared	libpam0g	Depends	primary
libsystemd-shared	libseccomp2	Depends	primary
libsystemd-shared	libselinux1	Depends	primary
libsystemd-shared	libssl3t64	Depends	primary
libsystemd-shared	libkmod2	Recommends	primary
libsystemd-shared	libzstd1	Recommends	primary
libsystemd-shared	libarchive13t64	Suggests	primary
libsystemd-shared	libbpf1	Suggests	primary
libsystemd-shared	libcryptsetup12	Suggests	primary
libsystemd-shared	libdw1t64	Suggests	primary
libsystemd-shared	libelf1t64	Suggests	primary
libsystemd-shared	libfido2-1	Suggests	primary
libsystemd-shared	libgcrypt20	Suggests	primary
libsystemd-shared	libidn2-0	Suggests	primary
libsystemd-shared	libip4tc2	Suggests	primary
libsystemd-shared	liblz4-1	Suggests	primary
libsystemd-shared	liblzma5	Suggests	primary
libsystemd-shared	libp11-kit0	Suggests	primary
libsystemd-shared	libpcre2-8-0	Suggests	primary
libsystemd-shared	libpwquality1	Suggests	primary
libsystemd-shared	libqrencode4	Suggests	primary
libsystemd-shared	libtss2-rc0t64	Suggests	primary
libsystemd0	libc6	Depends	primary
libsystemd0	libcap2	Depends	primary
libsystemd0	libzstd1	Recommends	primary
libsystemd0	libgcrypt20	Suggests	primary
libsystemd0	liblz4-1	Suggests	primary
libsystemd0	liblzma5	Suggests	primary
libtext-charwidth-perl	libc6	Depends	primary
libtext-charwidth-perl	perl-base	Depends	primary
libtext-charwidth-perl	perlapi-5.40.0	Depends	primary
libtext-iconv-perl	libc6	Depends	primary
libtext-iconv-perl	perl-base	Depends	primary
libtext-iconv-perl	perlapi-5.40.0	Depends	primary
libtext-wrapi18n-perl	libtext-charwidth-perl	Depends	primary
libtinfo6	libc6	Depends	primary
libtirpc3t64	libc6	Depends	primary
libtirpc3t64	libgssapi-krb5-2	Depends	primary
libtirpc3t64	libtirpc-common	Depends	primary
libudev1	libc6	Depends	primary
libudev1	libcap2	Depends	primary
libudev1	libidn2-0	Suggests	primary
libunistring5	libc6	Depends	primary
libuuid1	libc6	Depends	primary
libuuid1	uuid-runtime	Suggests	primary
libxtables12	libc6	Depends	primary
libxxhash0	libc6	Depends	primary
libzstd1	libc6	Depends	primary
login	libpam-modules	Depends	primary
login	libpam-runtime	Depends	primary
login	libaudit1	Depends	primary
login	libc6	Depends	primary
login	libcrypt1	Depends	primary
login	libpam0g	Depends	primary
login	login.defs	Pre-Depends	primary
logrotate	cron	Depends	primary
logrotate	anacron	Depends	alt
logrotate	cron-daemon	Depends	alt
logrotate	systemd-sysv	Depends	alt
logrotate	libacl1	Depends	primary
logrotate	libc6	Depends	primary
logrotate	libpopt0	Depends	primary
logrotate	libselinux1	Depends	primary
logrotate	bsd-mailx	Suggests	primary
logrotate	mailx	Suggests	alt
logsave	libc6	Depends	primary
mawk	libc6	Depends	primary
mount	libblkid1	Pre-Depends	primary
mount	libc6	Pre-Depends	primary
mount	libmount1	Pre-Depends	primary
mount	libselinux1	Pre-Depends	primary
mount	libsmartcols1	Pre-Depends	primary
mount	nfs-common	Suggests	primary
nano	libc6	Depends	primary
nano	libncursesw6	Depends	primary
nano	libtinfo6	Depends	primary
nano	hunspell	Suggests	primary
ncurses-bin	libc6	Pre-Depends	primary
ncurses-bin	libtinfo6	Pre-Depends	primary
nftables	libnftables1	Depends	primary
nftables	libc6	Depends	primary
nftables	libedit2	Depends	primary
nftables	netbase	Recommends	primary
nftables	firewalld	Suggests	primary
openssl-provider-legacy	libc6	Depends	primary
openssl-provider-legacy	libssl3t64	Depends	primary
passwd	base-passwd	Depends	primary
passwd	libpam-modules	Depends	primary
passwd	login.defs	Depends	primary
passwd	libacl1	Depends	primary
passwd	libattr1	Depends	primary
passwd	libaudit1	Depends	primary
passwd	libbsd0	Depends	primary
passwd	libc6	Depends	primary
passwd	libcrypt1	Depends	primary
passwd	libpam0g	Depends	primary
passwd	libselinux1	Depends	primary
passwd	libsemanage2	Depends	primary
passwd	sensible-utils	Recommends	primary
perl-base	libc6	Pre-Depends	primary
perl-base	libcrypt1	Pre-Depends	primary
perl-base	perl	Suggests	primary
perl-base	sensible-utils	Suggests	primary
procps	libc6	Depends	primary
procps	libncursesw6	Depends	primary
procps	libproc2-0	Depends	primary
procps	libsystemd0	Depends	primary
procps	libtinfo6	Depends	primary
procps	init-system-helpers	Depends	primary
procps	psmisc	Recommends	primary
procps	linux-sysctl-defaults	Recommends	primary
readline-common	readline-doc	Suggests	primary
sed	libacl1	Pre-Depends	primary
sed	libc6	Pre-Depends	primary
sed	libselinux1	Pre-Depends	primary
sqv	libc6	Depends	primary
sqv	libgcc-s1	Depends	primary
sqv	libgmp10	Depends	primary
sqv	libhogweed6t64	Depends	primary
sqv	libnettle8t64	Depends	primary
systemd	libacl1	Depends	primary
systemd	libapparmor1	Depends	primary
systemd	libc6	Depends	primary
systemd	libmount1	Depends	primary
systemd	libpam0g	Depends	primary
systemd	libseccomp2	Depends	primary
systemd	libselinux1	Depends	primary
systemd	libssl3t64	Depends	primary
systemd	libsystemd0	Depends	primary
systemd	mount	Depends	primary
systemd	libc6	Pre-Depends	primary
systemd	libsystemd-shared	Pre-Depends	primary
systemd	default-dbus-system-bus	Recommends	primary
systemd	dbus-system-bus	Recommends	alt
systemd	linux-sysctl-defaults	Recommends	primary
systemd	systemd-timesyncd	Recommends	primary
systemd	time-daemon	Recommends	alt
systemd	systemd-cryptsetup	Recommends	primary
systemd	systemd-container	Suggests	primary
systemd	systemd-homed	Suggests	primary
systemd	systemd-userdbd	Suggests	primary
systemd	systemd-boot	Suggests	primary
systemd	systemd-resolved	Suggests	primary
systemd	systemd-repart	Suggests	primary
systemd	libtss2-tcti-device0	Suggests	primary
systemd	polkitd	Suggests	primary
systemd-sysv	systemd	Depends	primary
systemd-sysv	systemd	Pre-Depends	primary
systemd-sysv	libpam-systemd	Recommends	primary
systemd-sysv	libnss-systemd	Recommends	primary
sysvinit-utils	libc6	Depends	primary
tar	libacl1	Pre-Depends	primary
tar	libc6	Pre-Depends	primary
tar	libselinux1	Pre-Depends	primary
tar	bzip2	Suggests	primary
tar	ncompress	Suggests	primary
tar	xz-utils	Suggests	primary
tar	tar-scripts	Suggests	primary
tar	tar-doc	Suggests	primary
tzdata	debconf	Depends	primary
tzdata	debconf-2.0	Depends	alt
udev	libblkid1	Depends	primary
udev	libc6	Depends	primary
udev	libsystemd-shared	Depends	primary
udev	systemd	Depends	primary
udev	systemd-standalone-sysusers	Depends	alt
udev	systemd-sysusers	Depends	alt
udev	libkmod2	Depends	primary
udev	libudev1	Depends	primary
util-linux	libpam-modules	Pre-Depends	primary
util-linux	libpam-runtime	Pre-Depends	primary
util-linux	libblkid1	Pre-Depends	primary
util-linux	libc6	Pre-Depends	primary
util-linux	libcap-ng0	Pre-Depends	primary
util-linux	libcrypt1	Pre-Depends	primary
util-linux	liblastlog2-2	Pre-Depends	primary
util-linux	libmount1	Pre-Depends	primary
util-linux	libpam0g	Pre-Depends	primary
util-linux	libselinux1	Pre-Depends	primary
util-linux	libsmartcols1	Pre-Depends	primary
util-linux	libsystemd0	Pre-Depends	primary
util-linux	libtinfo6	Pre-Depends	primary
util-linux	libudev1	Pre-Depends	primary
util-linux	libuuid1	Pre-Depends	primary
util-linux	sensible-utils	Recommends	primary
util-linux	dosfstools	Suggests	primary
util-linux	kbd	Suggests	primary
util-linux	util-linux-extra	Suggests	primary
util-linux	util-linux-locales	Suggests	primary
util-linux	wtmpdb	Suggests	primary
vim-common	xxd	Recommends	primary
vim-common	vim	Recommends	primary
vim-common	vim-gtk3	Recommends	alt
vim-common	vim-motif	Recommends	alt
vim-common	vim-nox	Recommends	alt
vim-common	vim-tiny	Recommends	alt
vim-tiny	vim-common	Depends	primary
vim-tiny	libacl1	Depends	primary
vim-tiny	libc6	Depends	primary
vim-tiny	libselinux1	Depends	primary
vim-tiny	libtinfo6	Depends	primary
vim-tiny	indent	Suggests	primary
whiptail	libc6	Depends	primary
whiptail	libnewt0.52	Depends	primary
whiptail	libpopt0	Depends	primary
whiptail	libslang2	Depends	primary
zlib1g	libc6	Depends	primary
